image_path,label,xmin,ymin,xmax,ymax
5.jp2,candida,1590,3203,1601,3235
5.jp2,candida,1633,3200,1676,3264
5.jp2,candida,1835,3197,1923,3264
5.jp2,candida,1439,3197,1489,3239
5.jp2,candida,4669,3195,4686,3245
5.jp2,candida,3796,3194,3807,3202
5.jp2,candida,4052,3193,4063,3203
5.jp2,candida,830,3193,852,3215
5.jp2,candida,2037,3190,2046,3201
5.jp2,candida,4017,3185,4039,3207
5.jp2,candida,2643,3185,2722,3235
5.jp2,candida,4591,3184,4601,3194
5.jp2,candida,3854,3184,3864,3193
5.jp2,candida,3812,3182,3825,3190
5.jp2,candida,4497,3181,4505,3194
5.jp2,candida,4515,3178,4629,3264
5.jp2,candida,4055,3177,4067,3184
5.jp2,candida,3661,3177,3673,3189
5.jp2,candida,4535,3173,4550,3183
5.jp2,candida,2595,3168,2608,3180
5.jp2,candida,2942,3167,2955,3174
5.jp2,candida,4037,3163,4060,3183
5.jp2,candida,4534,3154,4557,3168
5.jp2,candida,2894,3154,2906,3164
5.jp2,candida,3969,3153,3986,3174
5.jp2,candida,3702,3149,3746,3198
5.jp2,candida,1764,3149,1782,3161
5.jp2,candida,2605,3148,2620,3157
5.jp2,candida,4048,3143,4061,3156
5.jp2,candida,3812,3141,3828,3159
5.jp2,candida,1889,3139,1926,3165
5.jp2,candida,1687,3137,1761,3203
5.jp2,candida,1972,3129,1980,3140
5.jp2,candida,4063,3127,4083,3137
5.jp2,candida,2133,3120,2146,3134
5.jp2,candida,2285,3119,2302,3133
5.jp2,candida,1992,3115,2236,3198
5.jp2,candida,2361,3113,2375,3127
5.jp2,candida,1929,3112,1964,3151
5.jp2,candida,3729,3111,3750,3131
5.jp2,candida,4660,3102,4704,3135
5.jp2,candida,1756,3099,1788,3115
5.jp2,candida,4510,3098,4529,3117
5.jp2,candida,3750,3097,3761,3109
5.jp2,candida,2209,3093,2223,3104
5.jp2,candida,1911,3089,1923,3112
5.jp2,candida,3737,3088,3745,3105
5.jp2,candida,1865,3085,1886,3109
5.jp2,candida,3926,3081,3933,3096
5.jp2,candida,2286,3078,2312,3103
5.jp2,candida,1784,3077,1825,3102
5.jp2,candida,3091,3076,3223,3190
5.jp2,candida,1578,3074,1605,3102
5.jp2,candida,2676,3072,2693,3093
5.jp2,candida,2621,3071,2633,3085
5.jp2,candida,1967,3068,1997,3115
5.jp2,candida,3906,3067,3919,3084
5.jp2,candida,3883,3065,3902,3090
5.jp2,candida,2033,3058,2059,3077
5.jp2,candida,3919,3057,3931,3067
5.jp2,candida,2248,3056,2267,3083
5.jp2,candida,2365,3054,2437,3105
5.jp2,candida,1996,3053,2012,3075
5.jp2,candida,1584,3049,1593,3063
5.jp2,candida,4691,3048,4806,3166
5.jp2,candida,1869,3045,1881,3054
5.jp2,candida,2060,3037,2174,3117
5.jp2,candida,4790,3031,4808,3040
5.jp2,candida,3280,3031,3296,3049
5.jp2,candida,3145,3028,3174,3056
5.jp2,candida,2438,3024,2519,3085
5.jp2,candida,3388,3020,3410,3033
5.jp2,candida,2005,3015,2035,3052
5.jp2,candida,3300,3010,3310,3023
5.jp2,candida,4705,3009,4792,3100
5.jp2,candida,3911,3009,3923,3019
5.jp2,candida,2322,3009,2331,3019
5.jp2,candida,2629,3002,2654,3028
5.jp2,candida,3086,2998,3107,3035
5.jp2,candida,2458,2997,2484,3005
5.jp2,candida,2560,2994,2576,3008
5.jp2,candida,1568,2993,1586,3006
5.jp2,candida,3215,2991,3223,3002
5.jp2,candida,3141,2991,3154,3003
5.jp2,candida,2092,2987,2119,3023
5.jp2,candida,2412,2985,2438,3007
5.jp2,candida,2053,2985,2072,3008
5.jp2,candida,3402,2982,3515,3209
5.jp2,candida,3063,2982,3090,3012
5.jp2,candida,957,2979,975,2991
5.jp2,candida,915,2979,938,2991
5.jp2,candida,1541,2974,1552,2984
5.jp2,candida,2425,2971,2433,2982
5.jp2,candida,2083,2971,2097,2986
5.jp2,candida,1557,2968,1571,2983
5.jp2,candida,2631,2966,2642,2980
5.jp2,candida,2009,2966,2027,2981
5.jp2,candida,3116,2963,3125,2974
5.jp2,candida,2653,2958,2672,2983
5.jp2,candida,679,2947,694,2961
5.jp2,candida,3469,2937,3506,2967
5.jp2,candida,3451,2937,3462,2952
5.jp2,candida,570,2929,584,2947
5.jp2,candida,955,2928,1008,2984
5.jp2,candida,703,2918,719,2934
5.jp2,candida,1904,2917,1917,2930
5.jp2,candida,599,2917,639,2996
5.jp2,candida,2430,2913,2534,2989
5.jp2,candida,640,2904,679,2928
5.jp2,candida,2944,2900,2957,2909
5.jp2,candida,2673,2899,3073,3192
5.jp2,candida,4170,2896,4187,2905
5.jp2,candida,2666,2895,2728,2972
5.jp2,candida,1940,2894,1991,2942
5.jp2,candida,683,2891,694,2908
5.jp2,candida,2645,2889,2654,2903
5.jp2,candida,2963,2887,2990,2908
5.jp2,candida,1869,2884,1901,2918
5.jp2,candida,3038,2882,3052,2890
5.jp2,candida,1029,2881,1042,2890
5.jp2,candida,2842,2880,2854,2888
5.jp2,candida,4471,2879,4481,2892
5.jp2,candida,4095,2878,4108,2890
5.jp2,candida,4160,2877,4690,3264
5.jp2,candida,2884,2876,2899,2888
5.jp2,candida,574,2876,614,2938
5.jp2,candida,4416,2872,4429,2880
5.jp2,candida,4079,2870,4090,2883
5.jp2,candida,2035,2870,2056,2919
5.jp2,candida,2980,2868,2997,2886
5.jp2,candida,4285,2867,4299,2880
5.jp2,candida,2263,2866,2273,2875
5.jp2,candida,2057,2863,2323,3058
5.jp2,candida,1637,2863,1653,2888
5.jp2,candida,595,2860,619,2886
5.jp2,candida,2191,2856,2197,2870
5.jp2,candida,2784,2855,2796,2868
5.jp2,candida,4797,2852,4908,3113
5.jp2,candida,2565,2845,2578,2856
5.jp2,candida,610,2841,643,2860
5.jp2,candida,2042,2837,2056,2847
5.jp2,candida,2984,2835,3011,2868
5.jp2,candida,2940,2832,2980,2885
5.jp2,candida,2142,2828,2153,2836
5.jp2,candida,3021,2822,3072,2875
5.jp2,candida,1068,2819,1112,2849
5.jp2,candida,2881,2816,2908,2849
5.jp2,candida,615,2816,629,2829
5.jp2,candida,2575,2815,2621,2843
5.jp2,candida,587,2813,602,2829
5.jp2,candida,3046,2811,3062,2832
5.jp2,candida,2679,2807,2859,2894
5.jp2,candida,905,2806,1058,2974
5.jp2,candida,640,2806,671,2828
5.jp2,candida,2156,2803,2167,2818
5.jp2,candida,2856,2801,2874,2812
5.jp2,candida,605,2799,628,2816
5.jp2,candida,2161,2791,2172,2799
5.jp2,candida,3003,2783,3037,2810
5.jp2,candida,599,2777,610,2789
5.jp2,candida,1942,2771,1954,2793
5.jp2,candida,3028,2762,3061,2797
5.jp2,candida,2667,2753,2690,2771
5.jp2,candida,611,2742,628,2754
5.jp2,candida,3647,2723,3663,2733
5.jp2,candida,2779,2721,2865,2759
5.jp2,candida,2125,2719,2134,2730
5.jp2,candida,2579,2718,2596,2747
5.jp2,candida,2600,2717,2634,2739
5.jp2,candida,4809,2710,4822,2723
5.jp2,candida,2600,2710,2612,2718
5.jp2,candida,2794,2705,2807,2715
5.jp2,candida,2950,2704,2998,2727
5.jp2,candida,2572,2701,2589,2706
5.jp2,candida,1888,2701,1902,2715
5.jp2,candida,3996,2684,4020,2706
5.jp2,candida,3718,2677,3733,2690
5.jp2,candida,2916,2674,2924,2685
5.jp2,candida,1905,2674,1936,2688
5.jp2,candida,2770,2673,2807,2696
5.jp2,candida,2740,2671,2767,2698
5.jp2,candida,2599,2671,2608,2683
5.jp2,candida,2545,2668,2558,2681
5.jp2,candida,2568,2667,2585,2691
5.jp2,candida,4794,2663,4814,2686
5.jp2,candida,4842,2662,4892,2755
5.jp2,candida,4111,2647,4123,2673
5.jp2,candida,2573,2646,2588,2659
5.jp2,candida,4892,2644,4901,2655
5.jp2,candida,2223,2640,2234,2648
5.jp2,candida,4320,2639,4331,2650
5.jp2,candida,3065,2631,3074,2640
5.jp2,candida,1965,2631,2010,2658
5.jp2,candida,2063,2629,2148,2658
5.jp2,candida,2128,2628,2297,2745
5.jp2,candida,4890,2614,4908,2643
5.jp2,candida,2135,2605,2162,2627
5.jp2,candida,3101,2604,3110,2617
5.jp2,candida,2393,2596,2403,2613
5.jp2,candida,2420,2595,2442,2613
5.jp2,candida,2960,2594,2974,2620
5.jp2,candida,3008,2588,3025,2612
5.jp2,candida,2937,2587,2947,2600
5.jp2,candida,927,2582,944,2594
5.jp2,candida,4432,2581,4448,2588
5.jp2,candida,3076,2580,3097,2620
5.jp2,candida,2465,2578,2492,2590
5.jp2,candida,2787,2577,3030,2683
5.jp2,candida,3982,2570,3995,2581
5.jp2,candida,1594,2562,1603,2593
5.jp2,candida,1652,2551,1674,2565
5.jp2,candida,3369,2544,3379,2553
5.jp2,candida,2947,2532,3061,2594
5.jp2,candida,1893,2532,1902,2541
5.jp2,candida,3007,2525,3016,2543
5.jp2,candida,2454,2525,2496,2577
5.jp2,candida,1653,2525,1674,2541
5.jp2,candida,2006,2523,2022,2542
5.jp2,candida,2976,2522,2985,2533
5.jp2,candida,2743,2511,2769,2527
5.jp2,candida,2115,2509,2140,2542
5.jp2,candida,2445,2502,2470,2515
5.jp2,candida,1857,2492,1882,2516
5.jp2,candida,2757,2485,2810,2520
5.jp2,candida,1769,2470,1780,2478
5.jp2,candida,2818,2468,2832,2487
5.jp2,candida,2838,2466,2860,2481
5.jp2,candida,607,2461,1946,3264
5.jp2,candida,2174,2457,2199,2479
5.jp2,candida,1723,2453,1737,2468
5.jp2,candida,2014,2451,2047,2476
5.jp2,candida,3008,2449,3021,2458
5.jp2,candida,1683,2445,1698,2464
5.jp2,candida,3866,2442,3878,2470
5.jp2,candida,1714,2442,1724,2451
5.jp2,candida,3047,2439,3058,2448
5.jp2,candida,1795,2439,1833,2482
5.jp2,candida,3063,2437,3082,2455
5.jp2,candida,1987,2432,1999,2443
5.jp2,candida,4558,2429,4580,2455
5.jp2,candida,2547,2426,2560,2435
5.jp2,candida,2120,2422,2135,2442
5.jp2,candida,1714,2418,1723,2435
5.jp2,candida,4276,2415,4295,2439
5.jp2,candida,2925,2414,2977,2483
5.jp2,candida,4401,2413,4425,2427
5.jp2,candida,2524,2411,2552,2426
5.jp2,candida,1977,2409,2223,2823
5.jp2,candida,2924,2407,2933,2418
5.jp2,candida,2044,2407,2069,2437
5.jp2,candida,4569,2401,4587,2413
5.jp2,candida,2700,2396,2850,2498
5.jp2,candida,2459,2393,2487,2421
5.jp2,candida,2055,2388,2066,2399
5.jp2,candida,3396,2382,3419,2396
5.jp2,candida,4449,2379,4464,2392
5.jp2,candida,4205,2373,4230,2391
5.jp2,candida,2085,2372,2116,2418
5.jp2,candida,4103,2367,4121,2390
5.jp2,candida,2951,2366,2997,2410
5.jp2,candida,4237,2364,4253,2389
5.jp2,candida,1749,2363,1772,2385
5.jp2,candida,4192,2360,4201,2374
5.jp2,candida,1778,2358,1849,2449
5.jp2,candida,1799,2357,1819,2384
5.jp2,candida,4045,2356,4066,2371
5.jp2,candida,2734,2355,2754,2376
5.jp2,candida,1729,2353,1744,2362
5.jp2,candida,2115,2351,2131,2368
5.jp2,candida,3966,2349,4012,2377
5.jp2,candida,4046,2345,4557,2885
5.jp2,candida,4520,2343,4535,2353
5.jp2,candida,2531,2339,2583,2386
5.jp2,candida,1683,2339,1706,2360
5.jp2,candida,1940,2338,1956,2357
5.jp2,candida,2132,2327,2144,2348
5.jp2,candida,4549,2323,4576,2345
5.jp2,candida,1723,2322,1733,2331
5.jp2,candida,1918,2319,1930,2330
5.jp2,candida,4249,2306,4262,2315
5.jp2,candida,4193,2306,4216,2315
5.jp2,candida,3029,2301,3069,2347
5.jp2,candida,2983,2300,3030,2375
5.jp2,candida,2119,2285,2190,2400
5.jp2,candida,1855,2281,1926,2391
5.jp2,candida,3324,2279,3342,2294
5.jp2,candida,3083,2278,3111,2303
5.jp2,candida,2756,2266,2871,2415
5.jp2,candida,2153,2266,2163,2282
5.jp2,candida,3998,2262,4077,2335
5.jp2,candida,2411,2261,2426,2269
5.jp2,candida,2814,2252,2826,2263
5.jp2,candida,3103,2250,3112,2259
5.jp2,candida,4750,2248,4777,2285
5.jp2,candida,2764,2246,2793,2264
5.jp2,candida,2989,2235,4232,3264
5.jp2,candida,3418,2230,3461,2261
5.jp2,candida,4458,2227,4496,2256
5.jp2,candida,2977,2220,2999,2242
5.jp2,candida,2331,2217,2360,2234
5.jp2,candida,3094,2216,3106,2229
5.jp2,candida,482,2184,495,2203
5.jp2,candida,2469,2182,2480,2192
5.jp2,candida,2128,2168,2588,2605
5.jp2,candida,2208,2166,2226,2181
5.jp2,candida,412,2149,445,2188
5.jp2,candida,2673,2142,2689,2159
5.jp2,candida,1798,2137,1814,2151
5.jp2,candida,1852,2136,1866,2144
5.jp2,candida,1984,2129,2018,2159
5.jp2,candida,445,2128,468,2145
5.jp2,candida,620,2124,644,2140
5.jp2,candida,2726,2123,2861,2199
5.jp2,candida,460,2122,536,2168
5.jp2,candida,2209,2111,2249,2148
5.jp2,candida,2126,2110,2193,2179
5.jp2,candida,1794,2102,2191,2482
5.jp2,candida,664,2099,700,2116
5.jp2,candida,501,2092,512,2107
5.jp2,candida,2185,2081,2209,2104
5.jp2,candida,2042,2070,2057,2084
5.jp2,candida,2156,2068,2173,2082
5.jp2,candida,2020,2059,2032,2073
5.jp2,candida,524,2056,541,2072
5.jp2,candida,2232,2053,2289,2119
5.jp2,candida,2751,2037,2790,2058
5.jp2,candida,2157,2028,2180,2064
5.jp2,candida,2352,2027,2366,2037
5.jp2,candida,2253,2027,2442,2239
5.jp2,candida,2072,2026,2093,2040
5.jp2,candida,320,2024,334,2034
5.jp2,candida,2461,2020,2472,2029
5.jp2,candida,2474,2005,2523,2025
5.jp2,candida,2337,2000,2346,2015
5.jp2,candida,2097,1999,2126,2038
5.jp2,candida,2416,1992,2454,2002
5.jp2,candida,2318,1992,2328,2000
5.jp2,candida,2463,1984,2509,2002
5.jp2,candida,2288,1984,2312,1994
5.jp2,candida,2079,1983,2089,1992
5.jp2,candida,1834,1983,1845,1996
5.jp2,candida,2331,1973,2352,1988
5.jp2,candida,2569,1971,2591,1990
5.jp2,candida,2573,1939,2586,1954
5.jp2,candida,3192,1932,3262,2010
5.jp2,candida,2204,1932,2223,1957
5.jp2,candida,3194,1930,3209,1965
5.jp2,candida,2563,1900,2595,1928
5.jp2,candida,2409,1899,2436,1935
5.jp2,candida,2133,1896,2201,2007
5.jp2,candida,2120,1893,2135,1924
5.jp2,candida,1738,1889,1859,2002
5.jp2,candida,3219,1880,3248,1913
5.jp2,candida,3448,1854,3537,1981
5.jp2,candida,2596,1852,2677,1976
5.jp2,candida,1822,1843,1845,1873
5.jp2,candida,3642,1837,3654,1861
5.jp2,candida,2608,1835,2661,1920
5.jp2,candida,488,1822,528,1849
5.jp2,candida,3280,1818,3289,1830
5.jp2,candida,320,1805,647,2147
5.jp2,candida,487,1794,568,1826
5.jp2,candida,3699,1790,3802,1921
5.jp2,candida,2443,1784,2456,1794
5.jp2,candida,1987,1782,2019,1795
5.jp2,candida,607,1778,629,1804
5.jp2,candida,3051,1774,3093,1809
5.jp2,candida,3049,1767,3067,1782
5.jp2,candida,2316,1764,2347,1785
5.jp2,candida,562,1759,595,1788
5.jp2,candida,634,1757,751,1929
5.jp2,candida,612,1752,629,1769
5.jp2,candida,3278,1749,3290,1763
5.jp2,candida,3413,1743,3427,1755
5.jp2,candida,3335,1740,3348,1748
5.jp2,candida,596,1739,609,1754
5.jp2,candida,3231,1733,3257,1764
5.jp2,candida,3089,1733,3104,1752
5.jp2,candida,3073,1728,3084,1743
5.jp2,candida,3272,1721,3289,1735
5.jp2,candida,610,1716,656,1754
5.jp2,candida,2494,1714,2515,1733
5.jp2,candida,1957,1713,1970,1729
5.jp2,candida,3739,1697,3752,1705
5.jp2,candida,615,1693,626,1708
5.jp2,candida,1658,1685,1966,1808
5.jp2,candida,2208,1659,2501,1981
5.jp2,candida,1867,1638,1881,1651
5.jp2,candida,1900,1615,1917,1629
5.jp2,candida,486,1611,496,1621
5.jp2,candida,400,1607,599,1798
5.jp2,candida,580,1599,600,1617
5.jp2,candida,399,1597,433,1620
5.jp2,candida,1905,1579,1928,1608
5.jp2,candida,1887,1578,1900,1586
5.jp2,candida,1950,1577,1970,1595
5.jp2,candida,1931,1558,1945,1574
5.jp2,candida,1763,1558,1883,1667
5.jp2,candida,1960,1555,1978,1571
5.jp2,candida,2855,1554,2901,1583
5.jp2,candida,1869,1550,1877,1563
5.jp2,candida,3840,1542,3878,1570
5.jp2,candida,2560,1505,2594,1526
5.jp2,candida,857,1493,874,1512
5.jp2,candida,1856,1486,1906,1543
5.jp2,candida,2703,1371,2875,1589
5.jp2,candida,2703,1371,2714,1381
6.jp2,candida,4126,3246,4151,3264
6.jp2,candida,194,3202,215,3223
6.jp2,candida,996,2797,1008,2817
6.jp2,candida,3418,2539,3434,2559
6.jp2,candida,3423,2522,3435,2530
6.jp2,candida,2991,2517,3001,2525
6.jp2,candida,3020,2446,3050,2483
6.jp2,candida,3430,2427,3439,2439
6.jp2,candida,2947,2402,2981,2438
6.jp2,candida,2915,2360,2941,2376
6.jp2,candida,2336,2350,2349,2377
6.jp2,candida,2742,2290,2773,2309
6.jp2,candida,2255,2072,2267,2086
6.jp2,candida,3512,2060,3525,2071
6.jp2,candida,2213,2053,2244,2116
6.jp2,candida,3259,2004,3269,2020
6.jp2,candida,3276,2000,3289,2029
6.jp2,candida,2012,1976,2045,2038
6.jp2,candida,2264,1973,2451,2283
6.jp2,candida,3081,1962,3096,1976
6.jp2,candida,1992,1961,2005,1972
6.jp2,candida,3213,1952,3229,1972
6.jp2,candida,2006,1934,2035,1955
6.jp2,candida,3088,1921,3102,1937
6.jp2,candida,3144,1911,3156,1921
6.jp2,candida,3107,1910,3229,1982
6.jp2,candida,3281,1902,3524,2116
6.jp2,candida,3223,1858,3243,1884
6.jp2,candida,3131,1852,3164,1875
6.jp2,candida,2480,1851,2489,1862
6.jp2,candida,3175,1846,3201,1891
6.jp2,candida,3317,1830,3340,1858
6.jp2,candida,2358,1826,2374,1848
6.jp2,candida,3280,1820,3305,1853
6.jp2,candida,3472,1817,3512,1841
6.jp2,candida,3210,1817,3254,1854
6.jp2,candida,2250,1814,2273,1839
6.jp2,candida,2059,1758,2071,1771
6.jp2,candida,2738,1570,2747,1579
6.jp2,candida,2676,1541,2683,1553
6.jp2,candida,2448,1372,2455,1385
6.jp2,candida,2318,1352,2336,1365
6.jp2,candida,1994,1327,2011,1337
6.jp2,candida,3169,1062,3185,1075
6.jp2,candida,3073,1056,3112,1093
6.jp2,candida,3426,1046,3437,1059
6.jp2,candida,2864,991,2940,1078
6.jp2,candida,2986,921,2996,933
6.jp2,candida,508,910,520,923
6.jp2,candida,2534,890,2548,910
6.jp2,candida,3321,883,3336,895
6.jp2,candida,2828,876,2843,889
6.jp2,candida,4639,874,4648,903
6.jp2,candida,860,865,904,883
6.jp2,candida,2980,860,2998,876
6.jp2,candida,3005,855,3457,1088
6.jp2,candida,2997,851,3008,862
6.jp2,candida,3074,810,3088,821
6.jp2,candida,3636,756,3679,786
6.jp2,candida,3689,740,3785,818
6.jp2,candida,4762,731,4772,742
6.jp2,candida,4724,726,4740,747
6.jp2,candida,4760,715,4769,730
6.jp2,candida,3668,696,3736,729
6.jp2,candida,3570,668,3597,735
6.jp2,candida,3707,629,3722,654
6.jp2,candida,3833,609,3844,624
6.jp2,candida,3727,578,3736,610
6.jp2,candida,4250,576,4271,590
6.jp2,candida,2581,576,2649,607
6.jp2,candida,4347,557,4365,581
6.jp2,candida,4242,553,4250,565
6.jp2,candida,4302,531,4345,577
6.jp2,candida,3266,531,3287,553
6.jp2,candida,4362,499,4373,508
6.jp2,candida,4414,483,4450,518
6.jp2,candida,2712,474,2726,490
6.jp2,candida,4404,450,4422,464
6.jp2,candida,2583,439,2605,464
6.jp2,candida,4067,434,4093,461
6.jp2,candida,3413,428,3423,439
6.jp2,candida,4389,418,4413,435
6.jp2,candida,4418,408,4428,419
6.jp2,candida,4045,395,4080,421
6.jp2,candida,0,390,995,1168
6.jp2,candida,1925,377,3447,2860
6.jp2,candida,620,366,632,376
6.jp2,candida,4112,340,4457,563
6.jp2,candida,4090,340,4128,361
6.jp2,candida,2765,338,2819,380
6.jp2,candida,2496,329,2702,548
6.jp2,candida,4255,214,4308,266
6.jp2,candida,4702,204,4724,229
6.jp2,candida,3999,196,4014,205
6.jp2,candida,4728,193,4908,443
6.jp2,candida,4343,185,4358,198
6.jp2,candida,3838,182,3855,189
6.jp2,candida,4117,142,4132,169
6.jp2,candida,3674,137,3708,173
6.jp2,candida,3883,134,3996,237
6.jp2,candida,3385,68,3395,81
6.jp2,candida,3254,21,4063,681
6.jp2,candida,3672,9,3741,80
6.jp2,candida,4250,0,4748,352
6.jp2,candida,4011,0,4302,133
6.jp2,candida,4018,0,4045,23
6.jp2,candida,1932,0,2217,164
7.jp2,candida,4658,3056,4908,3264
7.jp2,candida,4750,3013,4810,3047
7.jp2,candida,4398,2510,4416,2529
7.jp2,candida,4440,2383,4464,2397
7.jp2,candida,2502,2331,2533,2357
7.jp2,candida,2579,2291,2592,2305
7.jp2,candida,4339,2288,4908,3191
7.jp2,candida,2606,2202,2615,2235
7.jp2,candida,2384,2164,2391,2175
7.jp2,candida,2949,2150,2960,2157
7.jp2,candida,2381,2082,2426,2135
7.jp2,candida,2530,2079,2543,2093
7.jp2,candida,3068,2014,3105,2037
7.jp2,candida,3130,1947,3152,1982
7.jp2,candida,2648,1924,2671,1947
7.jp2,candida,2880,1508,2893,1516
7.jp2,candida,3060,1480,3090,1498
7.jp2,candida,2148,1480,3445,2356
7.jp2,candida,2980,1477,2989,1486
7.jp2,candida,3054,1459,3083,1475
7.jp2,candida,1221,1318,1238,1334
7.jp2,candida,4333,1290,4350,1307
7.jp2,candida,4789,1146,4811,1167
7.jp2,candida,4327,1096,4337,1107
7.jp2,candida,1193,955,1205,965
7.jp2,candida,4325,897,4358,932
7.jp2,candida,4321,893,4719,1296
7.jp2,candida,1384,788,1409,820
7.jp2,candida,1765,670,1773,679
7.jp2,candida,948,646,2053,1412
7.jp2,candida,1689,626,1703,647
7.jp2,candida,1680,592,1701,622
7.jp2,candida,4869,322,4908,346
7.jp2,candida,4900,266,4908,279
7.jp2,candida,4883,246,4908,263
7.jp2,candida,4877,19,4908,55
8.jp2,candida,1296,3217,1313,3232
8.jp2,candida,1403,3131,1418,3148
8.jp2,candida,1202,3130,1234,3178
8.jp2,candida,1115,3062,1141,3092
8.jp2,candida,604,2929,614,2939
8.jp2,candida,1350,2907,1383,2924
8.jp2,candida,1286,2904,1339,2928
8.jp2,candida,657,2904,697,2948
8.jp2,candida,2673,2830,2725,2881
8.jp2,candida,2110,2714,2239,2795
8.jp2,candida,748,2698,759,2712
8.jp2,candida,712,2671,728,2682
8.jp2,candida,2803,2536,2816,2550
8.jp2,candida,1747,2536,1951,2638
8.jp2,candida,2760,2498,2769,2516
8.jp2,candida,1618,2485,1647,2510
8.jp2,candida,1049,2402,2353,3167
8.jp2,candida,1916,2383,2073,2539
8.jp2,candida,1889,2382,1907,2406
8.jp2,candida,4135,2122,4157,2135
8.jp2,candida,4180,2061,4205,2088
8.jp2,candida,4130,2058,4150,2115
8.jp2,candida,4175,2049,4189,2059
8.jp2,candida,2583,2016,2604,2042
8.jp2,candida,3676,2015,3705,2059
8.jp2,candida,3583,2004,3599,2020
8.jp2,candida,2564,1990,2581,2024
8.jp2,candida,3601,1988,3625,2009
8.jp2,candida,2365,1980,2377,1992
8.jp2,candida,3584,1968,3599,1983
8.jp2,candida,3526,1913,3565,1960
8.jp2,candida,2263,1907,2282,1930
8.jp2,candida,3147,1883,3155,1905
8.jp2,candida,3592,1876,3665,1924
8.jp2,candida,3121,1768,3140,1789
8.jp2,candida,4133,1701,4205,1764
8.jp2,candida,261,1694,358,1751
8.jp2,candida,472,1660,486,1672
8.jp2,candida,492,1650,502,1659
8.jp2,candida,4283,1648,4338,1686
8.jp2,candida,2795,1644,2815,1658
8.jp2,candida,2321,1633,2357,1664
8.jp2,candida,510,1613,595,1647
8.jp2,candida,2693,1601,2714,1639
8.jp2,candida,625,1596,636,1607
8.jp2,candida,3363,1595,3541,1744
8.jp2,candida,2291,1552,2302,1562
8.jp2,candida,1032,1529,1051,1551
8.jp2,candida,1280,1506,1295,1512
8.jp2,candida,3318,1485,3348,1501
8.jp2,candida,3354,1468,3479,1548
8.jp2,candida,2756,1466,2886,1602
8.jp2,candida,2641,1453,2668,1496
8.jp2,candida,2615,1444,2639,1476
8.jp2,candida,3194,1437,3213,1447
8.jp2,candida,3351,1419,3417,1494
8.jp2,candida,2404,1411,2450,1479
8.jp2,candida,3596,1380,3660,1400
8.jp2,candida,3403,1373,3494,1409
8.jp2,candida,2655,1370,2666,1381
8.jp2,candida,1539,1368,1550,1377
8.jp2,candida,641,1357,668,1385
8.jp2,candida,3353,1349,3399,1395
8.jp2,candida,667,1341,724,1397
8.jp2,candida,519,1341,579,1429
8.jp2,candida,3621,1313,3639,1329
8.jp2,candida,1429,1283,1439,1296
8.jp2,candida,743,1280,761,1302
8.jp2,candida,642,1279,653,1293
8.jp2,candida,1611,1274,1655,1346
8.jp2,candida,2504,1262,2515,1284
8.jp2,candida,742,1260,752,1271
8.jp2,candida,1503,1252,1590,1345
8.jp2,candida,649,1245,676,1281
8.jp2,candida,456,1225,477,1243
8.jp2,candida,1438,1207,1509,1282
8.jp2,candida,783,1204,823,1248
8.jp2,candida,531,1199,551,1210
8.jp2,candida,1489,1194,1504,1202
8.jp2,candida,501,1187,514,1198
8.jp2,candida,840,1172,865,1190
8.jp2,candida,726,1171,744,1192
8.jp2,candida,480,1167,621,1246
8.jp2,candida,870,1166,885,1178
8.jp2,candida,2284,1163,2303,1173
8.jp2,candida,962,1158,981,1179
8.jp2,candida,2352,1154,2364,1164
8.jp2,candida,2863,1152,2940,1198
8.jp2,candida,2858,1141,2869,1157
8.jp2,candida,745,1131,805,1171
8.jp2,candida,873,1094,1030,1157
8.jp2,candida,609,1092,700,1167
8.jp2,candida,2477,1085,2558,1111
8.jp2,candida,3085,1082,3109,1123
8.jp2,candida,2738,1081,2796,1162
8.jp2,candida,3034,1070,3044,1084
8.jp2,candida,1438,1070,1470,1084
8.jp2,candida,844,1055,902,1104
8.jp2,candida,1392,1044,1414,1054
8.jp2,candida,1521,1038,1529,1050
8.jp2,candida,3036,1028,3046,1064
8.jp2,candida,1542,1023,1551,1032
8.jp2,candida,1121,1023,1240,1152
8.jp2,candida,1449,1021,1520,1054
8.jp2,candida,2587,1016,2616,1070
8.jp2,candida,3493,1006,3561,1104
8.jp2,candida,1563,1005,1637,1035
8.jp2,candida,2639,1003,2657,1037
8.jp2,candida,2333,995,2436,1063
8.jp2,candida,2579,983,2588,994
8.jp2,candida,1160,979,1194,1001
8.jp2,candida,3319,957,3334,980
8.jp2,candida,2682,934,2697,959
8.jp2,candida,3332,922,3361,948
8.jp2,candida,1168,896,1187,959
8.jp2,candida,3353,880,3526,1023
8.jp2,candida,1592,873,1634,906
8.jp2,candida,1193,854,1239,982
8.jp2,candida,2858,853,2879,876
8.jp2,candida,1644,848,1668,874
8.jp2,candida,1595,841,1614,859
8.jp2,candida,3366,835,3403,866
8.jp2,candida,2675,835,2848,931
8.jp2,candida,2424,832,2434,841
8.jp2,candida,3240,827,3264,865
8.jp2,candida,2621,820,2695,877
8.jp2,candida,2270,815,2283,829
8.jp2,candida,2793,807,2810,821
8.jp2,candida,2529,788,2564,846
8.jp2,candida,2828,779,2880,820
8.jp2,candida,2853,775,2949,863
